Question,Answer
Como faco para habilitar a Transmissao de Arquivos para procuradores,\Acesse o Bradesco Net Empresa e va para o menu Administracao Escolha as opcoes Usuariogt Consultar ou Alterar Permissoes Especificas para Transmissao de Arquivos selecione o perfil desejado e clique em Alterar Depois e so escolher o que quer alterar clicar em Avancar e digitar a senha do seu dispositivo de seguranca Pronto \
Ao consultar meus titulos de cobranca aparece a mensagem Usuario nao autorizado 13 O que significa,\Provavelmente a conta de credito cadastrada na agencia nao pertence ao contrato ou o titulo pertence a uma carteira de desconto nbspVa ate a agencia detentora da conta e verifique o que esta acontecendo \
Abri uma nova conta e nao consigo visualizala no Net Empresa O que fazer,\E necessario solicitar o Aditivo de Inclusao de Contas Acesse sua conta e escolha as opcoes Administracao gt Incluir Contas para Acesso gt Preencher os dados Agencia sem digito e conta com o digito gt Avancar Apos a etapa de Assinatura Eletronica o pedido de aditivo sera encaminhado a agencia principal para aprovacao do gerente Quando a inclusao estiver aprovada a nova conta estara disponivel para visualizacao do Master no proximo acesso Para os demais usuarios sera necessario configurar permissoes e liberar servicos \
E possivel baixar um titulo descontado,\Entrenbspem contato com o Gerente da Conta \
Qual o telefone da central do net empresa,\Central de Relacionamento Cliente Pessoa JuridicaCapitais e regioes metropolitanas 1130031000 \
Como enviar arquivos pelo net empresa,\Siga o passo a passo abaixo no acesso a conta Bradesco Net Empresagt Transmissao de Arquivosgt Envio de Novos Arquivosgt Selecione o servico e adicionar arquivos \
Posso salvar o certificado digital em pen drive,\O certificado pode ser salvo em Rede CD Pendrive e outras midias nbsp \
Cada procurador tem apenas 1 perfil de acesso,\Para acessar o mesmo CNPJ o usuario e unico \
Como emitir boleto de cobranca no net empresa,\O cliente pode acessarnbsp Pagina Inicialgt nbspCobrancagt Cobranca instantaneagtnbspIncluir Titulo \
Durante a instalacao do OBB Plus e apresentada a mensagem Nao foi possivel instalar Installshield Scripting Runtime O que devo fazer,\Repita a instalacao e durante o download escolha a opcao Salvar em vez de Abrir e execute o programa \
Durante a navegacao das telas do OBB Plus aparece a mensagem http Status 500 O que devo fazer,\Basta clicar em Home para que o aplicativo volte a funcionar e evitar a navegacao pelos botoes avancar ou voltar do navegador \
Como determinar a politica de cada usuario no OBB Plus,\O Master deve iniciar o OBB Plus com seu login e senha e acessar as opcoes Administracao gt Perfil gt Incluir gt Selecionar Aplicativo gt Selecionar Funcionalidades \
Quais os procedimentos para abir uma conta Pessoa Juridica,\O cliente pode abrir atraves do Net Empresa Inicio gt Solucoes Integradas gt ContaCorrente gt Abra sua Conta Ou indo na agencia de sua preferencia \
Um procurador pode estar vinculado em mais de um perfil,\Sim nbsp \
Qual o diretorio mais seguro para salvar o certificado digital,\O certificado pode ser salvo em Rede CD Pendrive e outras midias \
Consigo acessar o Bradesco Net Empresa com o navegador exclusivo,\Sim basta acessar a Opcao \Para sua Empresa\ nbsp nbsp \
Como utilizo a validacao digital no net empresa,\O cliente pode acessarInicio gt Bradesco Net Empresa gt Dispositivos de Seguranca \
Como realizar pagamento de fatura no Bradesco Net Empresa,\Ir em \Acesso a Conta\ entrar com as credencias e ir na aba pagamento \
Qual e o telefone da central do Bradesco Net Empresa,\Central de Relacionamento Cliente Pessoa JuridicaCapitais e regioes metropolitanas 30031000 \
Como faco antecipacao de cartao no net empresa,\Acessar a Conta e clicar na Aba Emprestimos esta disponivel as opcoes no submenu Antecipacao de Recebiveis gt Antecipacao de Recebiveis  Cartoes \
Qual a senha que pode aprovar pagamentos no net empresa,\A senha e a mesma utilizada para acessar a conta juntamentenbspcom o dispositivo de seguranca \
Como faco antecipacao de cartao de credito pelo net empresa,\Acessar a Conta e clicar na Aba Emprestimos esta disponivel as opcoes no submenu Antecipacao de Recebiveis gt Antecipacao de Recebiveis  Cartoes \
O que e Bradesco Net Empresa,\O Bradesco Net Empresa e uma solucao de gestao de caixa online e segura para empresas Saiba tudo sobre o Net Empresa clicando aqui \
Uma nova conta ou uma nova empresa foi incluida com sucesso no OBB Plus mas o cliente reclama que nao e possivel visualizar a operacao na hora de selecionar O que pode estar acontecendo,\O usuario nao recebeu a configuracao de permissoes de acesso a empresa ou ao produto O Master deve acessar Administracao gt Usuario gt Pesquisar gt Selecionar Usuario gt Alterar gt Permissao gt Selecionar a nova agenciaconta \
Como realizar o pagamento de um boleto de cobranca no net empresa,\No acesso a conta Bradesco Net Empresa entrar com as credenciaisnbspir na aba pagamento gt contas gt boleto de cobranca nbsp nbsp ltcobrancagt \
Como enviar e receber arquivos pelo web ta,\Basta acessar a conta Bradesco Net Empresagt Transmissao de Arquivos \
Posso acessar o Bradesco Net Empresa de qualquer computador,\Sim Utilize o Navegador Exclusivo Bradesco para acessar o Bradesco Net Empresanbsp nbsp nbsp nbsp nbsp nbsp nbsp nbspInicio gt Bradesco Net Empresa gt Navegador Exclusivo Bradesco \
Como faco antecipacao de cartao no net empresa,\Para realizar antecipacao de cartoes pelo Bradesco Net Empresa e necessario 1Ter um limite de credito cadastrado pela agencia 2Acessar o Bradesco Net Empresa 3Selecionar aba \EmprestimosAntecipacao de RecebiveisAntecipacao de recebiveiscartoesSelecione as bandeiras a serem antecipadasnbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp \
E seguro operar no Bradesco Net Empresa,\Sim pois o acesso ao Bradesco Net Empresa e autenticado por um  uma assinatura eletronica que permite o armazenamento dos seus dados cadastrais para aumentar sua seguranca \
Ao clicar em um produto do menu do OBB Plus e exibida a mensagem Produto Indisponivel Clique no link Home para voltar O que esta acontecendo,\Ao clicar em um produto do menu do OBB Plus e exibida a mensagem Produto Indisponivel Clique no link Home para voltar O que esta acontecendo O usuario nao recebeu permissoes de acesso ao produto ou este produto nao esta cadastrado para uso no OBB Plus O Master deve acessar o menu Administracao gt Perfil gt Incluir gt Selecionar Aplicativo gt Selecionar Funcionabilidades ou solicitar o cadastro para a agencia onde possui conta \
Posso alterar a razao social no contrato do Net Empresa,\Nao Em caso de alteracao de razao social da empresa sera necessario preencher um novo contrato \
Preenchi o contrato do Bradesco Net Empresa e ao clicar em Enviar apareceu a mensagem MSG Forma de assinatura nao definida O que pode estar acontecendo,\Provavelmente a forma de assinatura da conta nao foi definida Verifique com sua agencia o cadastro das contas informadas no contrato \
O aplicativo Bradesco Net Empresa para celular pode ser instalado em qualquer celular,\Aplicativo esta disponivel para as seguintes plataformas iOS iPhone comnbspsistema operacional a partir da versao 80 e Android comnbspsistema operacional a partir da versao 403 \
Qualquer Cliente pode utilizar o aplicativo Bradesco Net Empresa para celular,\O aplicativo e destinado apenas aos Clientes Pessoas Juridicas que possuem Contrato do Bradesco Net Empresa tipo Completo e que tenham o Token ativo \
Clientes que possuem Contrato de Consulta ou Pessoa Fisica do Bradesco Net Empresa poderao acessar o aplicativo Bradesco Net Empresa para celular ,\Nao o APP so pode ser utilizado por Clientes usuarios do Contrato tipo Completo \
E cobrada tarifa para download ou utilizacao do aplicativo Bradesco Net Empresa para celular,\Pelo download e ou utilizacao do aplicativo nao e cobrada tarifa Bancaria O cliente tem os custos apenas do consumo de dados de seu plano de telefonia ou podera realizar a download e ou utilizacao por uma rede WiFi \
Voce conhece o inovaBRA,\E um programa de inovacao aberta do Banco Bradesco criado para apoiar projetos arrojados de startups com solucoes aplicaveis ou adaptaveis ao setor financeironbsp \
O que o inovaBRA procura,\ Propostas disruptivas Inovacoes em modelos de negocio produtos servicos e tecnologia Inovacoes alinhadas aos polos de inovacao do Bradesco Banco do Futuro Canais Digitais Produtos Meios de Pagamento e SegurosPrepare sua empresa para ser uma parceira estrategica do Bradesco e para atuar em grandes mercados Participe do inovaBRA \
Qual o objetivo do Programa inovaBRA,\Promover e aproximar o Banco Bradesco das empresas de tecnologia mais promissoras que estejam em estagio inicial e intermediario e que tenham solucoes aplicaveis ao setor de servicos financeiros \
Como acessar o Net Empresa atraves de outro computador,\Para acessar o Net Empresa de outro computador e so instalar o Navegador Exclusivo Bradesco httpsnavegadorexclusivobradesco e realizar o acesso \
O aplicativo Bradesco Net Empresa para celular pode ser instalado em qualquer celular,\O Aplicativo esta disponivel para Android e iPhone \
O aplicativo Bradesco Net Empresa para celular pode ser instalado em qualquer celular,\O Aplicativo esta disponivel para Android e iPhone \
Como desbloquear o cartao de credito,\Clique aqui e veja como desbloquear seu cartao de credito Se precisa de informacao para liberar a Funcao Credito do seu Cartao de Debito Bradesco clique aqui nbsp \
Como faco para acessar o Internet Banking pela 1 vez,\Saiba como efetuar o primeiro acessonbspa sua conta e confira dicas essenciais para umnbspacesso seguro Clique Aqui \
Como consulto meu extrato da Conta Corrente Poupanca Previdencia Capitalizacao entre outros,\A consulta pode ser realizada a qualquer momento atraves do Internet Banking Clique aqui para acessar \
Como solicitar 2 via do cartao,\Se o seu cartao de credito esta com erro de leitura na tarja danificado ou veio com o seu nome incorreto clique aqui e saiba como solicitar um novo \
Como faco para consultar meu Saldo,\Pelo Bradesco Internet Banking e possivel consultar o saldo da conta e ainda inumeros tipos de extratonbspOsnbspextratos disponiveis sao Ultimos lancamentos Extrato mensal ou por periodo Extrato de cheques Extrato de DOC e TED Lancamentos futuros Posicao consolidada ou detalhada dos investimentos Entenda aqui o passo a passo Acesse agora \
Senha do cartao de credito,\Se voce nao recebeu perdeu ou esqueceu a senha do cartao de credito clique aqui e saiba como conferir a 2 via Caso esqueca a sua senha pessoal de 6 digitos do cartao de debito cartao da conta  va ate agencia detentora da sua conta peca um novo cartao \
E possivel cadastrar a senha de 4 digitos pelo Bradesco Internet Banking,\Sim onbspcadastramento e permitido para o 1 titular da conta desde que tenha o Cartao de Debito e dispositivo de seguranca ativos Para se cadastrar o cliente deve acessar bradescocombr gt Como usar gt Senhas e Dispositivos de Seguranca gt Clicar senha de 4 digitos gt Cadastrar agoranbspSe preferir clique aqui Voce pode cadastrala pelo Fone Facil nas Maquinas de Autoatendimento ou em qualquer Agencia Bradesco \
Minha senha de 4 digitos foi cancelada ou esqueci O que devo fazer,\Voce deve cadastrar uma nova senha Saiba como aqui \
Como emitir segunda via de boleto no Internet Banking,\Para atualizacaonbspde boletos emitidos pelo Bradesco e registrados pela empresa beneficiaria ounbspemitir a 2 via do boleto clique aqui Se o boleto estiver vencido e possivel atualizar os encargos e pagar no mesmo dia \
Como cadastrar o Token,\O Token e um dispositivo eletronico que gera Chaves de Seguranca Bradesco com combinacoes aleatorias de 6 numeros Para realizar o cadastro va ate uma Agencia Bradesco e solicite o seu Ele substitui o Cartao Chave de Seguranca E lembrese o Bradesco nunca solicita mais de uma chave por transacao Clique aqui e saiba mais sobre o Token nbsp \
Como cancelar o cartao,\Clique aqui e saiba como cancelar o seu cartao de credito \
Como solicitar o informe de rendimentos,\Para solicitar o informe de rendimentos Acesse sua conta e escolha a opcao Outros Servicos gt Documentos Informe de Rendimentos  IRPF O informe inclui Se voce e beneficiario do INSS solicite seu informe de rendimentos pelo Portal da Previdencia Social Se preferir solicite pelo Bradesco Celular Fone Facil nas Maquinas de Autoatendimento ou em qualquer Agencia Bradesco \
Como emitir a segunda via da fatura,\Voce pode consultar seu extrato e obter o codigo de barras para pagamento atraves do Aplicativo Bradesco Cartoes ou do Internet Banking na aba CartoesSolicitacoesSolicitar 2 Via de Boleto nbsp \
Como faco para encerrar uma conta,\Por enquanto nao e possivel encerrar sua conta pela internet pois e necessario um documento fisico assinado por todos os titulares da conta solicitando o encerramento Va ate sua agencia ou envie uma carta com o numero da conta e o motivo junto ao numero dos taloes de cheques e cartoes inutilizados A carta tambem deve ter a assinatura de todos os titulares \
Como consultarei informacoes sobre meu plano de Consorcio,\Voce recebera extratos mensais via correio e tambem uma senha para consultar as informacoes sobre seu plano no Canal do Consorciado area restrita do site Se preferir pode ligar para Central de Atendimento ao Consorciado nos telefones 40044436 capitais e regioes metropolitanas e 08007224436 demais localidades  de 2 a 6 feira das 8h as 20h \
Nao tenhoesqueci a senha de 4 digitos Como faco para cadastrala,\O cadastro da senha e imprescindivel logo apos a abertura da conta Se voce ainda nao cadastrou acesse o Bradescocombr gt Como usar gt Senhas e Dispositivos de Seguranca gt Clicar senha de 4 digitos gt Cadastrar agora Se preferir clique aqui ou cadastre no proprio Fone Facil \
Quais sao as tarifas cobradas pelo Bradesco,\As tarifas variam de acordo com as modalidades de conta e suas necessidades Consulte aqui \
Como alterar meus dados cadastrais,\Voce pode atualizar o seu endereco de correspondencia pelo Fone Facil ounbspInternet Banking Acesse sua conta e escolha as opcoes Personalizacao e Seguranca gt Dados Pessoais Consultar eou Atualizar Dados Cadastrais nbsp \
